data_entrada,placa,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
10/02/2023,YTB-9088,PEUGEOT,208 LIKE ESSENCIAL MT 1.6 4P,2021/2022 ,47.623 km ,"R$ 100.264,00","R$ 49.478,00",R$ 61.990,3623557192.0
08/08/2023,XYQ-0410,FIAT,ARGO 1.0,2022/2023 ,51.826 km ,"R$ 98.663,00","R$ 43.199,00",R$ 61.990,61727297199.0
08/10/2023,AQV-9501,FIAT,ARGO 1.0,"2022/2023
","51.826 km
","R$ 86.244,00","R$ 42.612,00",R$ 61.990,68072879386.0
30/05/2023,RUW-3049,FIAT,ARGO 1.0,"2022/2023
 ","51.826 km
 ","R$ 81.495,00","R$ 45.554,00",R$ 61.990,968142784.0
16/07/2023,GXX-8323,FIAT,ARGO 1.0,2022/2023 ,51.904 km ,"R$ 100.640,00","R$ 59.877,00",R$ 61.990,60530315671.0
09/07/2023,YRP-4968,FIAT,ARGO 1.0,2022/2023 ,55.662 km ,"R$ 97.007,00","R$ 53.701,00",R$ 61.990,43061373327.0
12/11/2023,ERM-0030,FIAT,ARGO 1.0,2022/2023,51.826 km,"R$ 90.306,00","R$ 47.447,00",R$ 61.990,82631265642.0
22/09/2023,LUU-7433,FIAT,ARGO 1.0,"2022/2023
 ","55.662 km
 ","R$ 90.904,00","R$ 43.552,00",R$ 61.990,25319386449.0
01/12/2023,KAQ-9737,FIAT,ARGO 1.0,2022/2023 ,52.350 km ,"R$ 96.397,00","R$ 43.080,00",R$ 61.990,5199914892.0
01/11/2023,ZSN-5478,FIAT,ARGO 1.0,"2022/2023
 ","51.826 km
 ","R$ 90.829,00","R$ 54.126,00",R$ 61.990,62470239081.0
06/08/2023,QLR-3531,FIAT,ARGO 1.0,"2022/2023
 ","55.662 km
 ","R$ 97.410,00","R$ 43.607,00",R$ 61.990,95732194790.0
19/08/2023,XAV-1798,FIAT,ARGO 1.0,"2022/2023
","55.662 km
","R$ 85.662,00","R$ 51.500,00",R$ 61.990,97238555381.0
19/03/2023,NVU-4711,FIAT,ARGO 1.0,2022/2023,55.662 km,"R$ 90.242,00","R$ 43.929,00",R$ 61.990,50635913470.0
27/08/2023,SRP-9008,FIAT,ARGO 1.0,2022/2023 ,58.546 km ,"R$ 90.214,00","R$ 40.798,00",R$ 61.990,52469786086.0
04/04/2023,OWX-6975,HYUNDAI,HB20 SENSE 1.0,2022/2022,58.682 km,"R$ 83.616,00","R$ 45.981,00",R$ 62.290,86659765373.0
21/03/2023,LVC-5689,HYUNDAI,HB20 SENSE 1.0,2022/2022 ,58.682 km ,"R$ 100.079,00","R$ 53.597,00",R$ 62.290,11175643458.0
13/10/2023,OCJ-0288,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","64.453 km
 ","R$ 88.525,00","R$ 51.379,00",R$ 62.890,5491226088.0
13/12/2023,ORH-8428,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","64.453 km
 ","R$ 81.331,00","R$ 46.880,00",R$ 62.890,83614069413.0
14/10/2023,MII-3076,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","64.453 km
 ","R$ 91.010,00","R$ 54.139,00",R$ 62.890,58342932229.0
05/09/2023,LJR-7463,FIAT,ARGO FLEX 1.0 4P,2022/2023,64.453 km,"R$ 88.194,00","R$ 52.234,00",R$ 62.890,84940615999.0
21/06/2023,FPD-4561,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","64.453 km
 ","R$ 81.037,00","R$ 46.765,00",R$ 62.890,66282043658.0
03/05/2023,YAL-4014,FIAT,ARGO FLEX 1.0 4P,2022/2023 ,64.453 km ,"R$ 99.163,00","R$ 55.994,00",R$ 62.890,99922367570.0
26/09/2023,IEK-4126,FIAT,ARGO FLEX 1.0 4P,"2022/2023
","64.453 km
","R$ 100.746,00","R$ 55.215,00",R$ 62.890,8584673180.0
03/08/2023,HHV-0516,FIAT,GRAND SIENA FLEX MT 1.4 4P,2021/2021 ,23.187 km ,"R$ 92.221,00","R$ 48.377,00",R$ 62.990,34986202152.0
19/09/2023,AKM-1299,HYUNDAI,HB20 SENSE 1.0,"2022/2023
 ","52.974 km
 ","R$ 98.120,00","R$ 45.811,00",R$ 62.990,8468613650.0
05/09/2023,UFN-9260,HYUNDAI,HB20 SENSE 1.0,"2022/2023
 ","52.974 km
 ","R$ 80.251,00","R$ 45.285,00",R$ 62.990,87635087473.0
03/04/2023,OPW-1528,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
","22.111 km
","R$ 99.314,00","R$ 43.572,00",R$ 62.990,42832354995.0
09/01/2023,IAO-1693,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","22.111 km
 ","R$ 82.512,00","R$ 58.850,00",R$ 62.990,33016957731.0
24/06/2023,PJN-9587,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","22.111 km
 ","R$ 94.593,00","R$ 48.224,00",R$ 62.990,64602587002.0
05/02/2023,ZBX-9853,VOLKSWAGEN,VOYAGE 1.0,2022/2023 ,22.111 km ,"R$ 94.620,00","R$ 40.513,00",R$ 62.990,62772229532.0
03/06/2023,AOE-7448,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","22.111 km
 ","R$ 86.377,00","R$ 58.433,00",R$ 62.990,76104441614.0
24/01/2023,HVW-2258,VOLKSWAGEN,VOYAGE 1.0,2022/2023,22.111 km,"R$ 85.914,00","R$ 42.012,00",R$ 62.990,2421213885.0
20/12/2023,KSI-3172,HYUNDAI,HB20 SENSE 1.0,"2022/2023
 ","52.974 km
 ","R$ 89.486,00","R$ 47.036,00",R$ 62.990,81584625433.0
29/04/2023,OCG-9724,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","22.111 km
 ","R$ 91.254,00","R$ 51.322,00",R$ 62.990,75664603957.0
27/04/2023,SHU-6719,HYUNDAI,HB20 SENSE 1.0,"2022/2023
 ","52.974 km
 ","R$ 86.623,00","R$ 51.524,00",R$ 62.990,84072208489.0
11/04/2023,EEK-3340,HYUNDAI,HB20 SENSE 1.0,"2022/2023
","52.974 km
","R$ 96.093,00","R$ 48.202,00",R$ 62.990,23923363822.0
11/10/2023,SWW-9805,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","72.963 km
 ","R$ 90.213,00","R$ 58.388,00",R$ 63.790,87360512317.0
01/07/2023,VAI-2426,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","72.963 km
 ","R$ 80.639,00","R$ 55.518,00",R$ 63.790,71925642993.0
03/08/2023,EIP-8576,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","72.963 km
 ","R$ 87.842,00","R$ 45.288,00",R$ 63.790,97912428371.0
20/04/2023,OND-9790,VOLKSWAGEN,VOYAGE 1.6,2021/2022,72.963 km,"R$ 83.762,00","R$ 46.419,00",R$ 63.790,1119779331.0
27/02/2023,IGD-3394,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","72.963 km
 ","R$ 97.547,00","R$ 53.154,00",R$ 63.790,71833582863.0
03/10/2023,AYJ-7074,VOLKSWAGEN,VOYAGE 1.6,2021/2022 ,72.963 km ,"R$ 99.789,00","R$ 44.542,00",R$ 63.790,69985920373.0
11/11/2023,KOI-2279,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
","72.963 km
","R$ 83.937,00","R$ 43.386,00",R$ 63.790,42691352189.0
05/07/2023,NGN-4974,HYUNDAI,HB20 VISION 1.0,2022/2022,74.916 km,"R$ 95.853,00","R$ 42.093,00",R$ 63.990,33586142265.0
06/10/2023,HFB-1062,HYUNDAI,HB20 VISION 1.0,"2022/2022
 ","74.916 km
 ","R$ 99.974,00","R$ 42.267,00",R$ 63.990,74453294527.0
20/07/2023,NVM-9177,HYUNDAI,HB20 VISION 1.0,"2022/2022
 ","74.916 km
 ","R$ 86.499,00","R$ 43.491,00",R$ 63.990,197319243.0
11/12/2023,RTR-3204,HYUNDAI,HB20 VISION 1.0,"2022/2022
 ","74.916 km
 ","R$ 82.961,00","R$ 48.000,00",R$ 63.990,62068185856.0
29/07/2023,DLP-7764,HYUNDAI,HB20 VISION 1.0,"2022/2022
","74.916 km
","R$ 82.730,00","R$ 41.501,00",R$ 63.990,10852574951.0
27/12/2023,KJN-0489,HYUNDAI,HB20 VISION 1.0,2022/2022 ,74.916 km ,"R$ 94.003,00","R$ 48.341,00",R$ 63.990,7734363839.0
01/10/2023,ZMT-7276,HYUNDAI,HB20 VISION 1.0,"2022/2022
 ","74.916 km
 ","R$ 95.472,00","R$ 40.658,00",R$ 63.990,48855306520.0
05/09/2023,VYH-8981,FIAT,ARGO FLEX 1.0 4P,"2021/2022
","37.220 km
","R$ 82.741,00","R$ 48.748,00",R$ 64.090,82703857356.0
05/02/2023,HYI-9618,FIAT,ARGO FLEX 1.0 4P,"2022/2023
","77.416 km
","R$ 84.432,00","R$ 40.003,00",R$ 64.090,73683060332.0
03/07/2023,HFZ-7189,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","77.416 km
 ","R$ 91.189,00","R$ 48.272,00",R$ 64.090,41199894577.0
08/05/2023,PPQ-5165,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","37.220 km
 ","R$ 95.797,00","R$ 42.114,00",R$ 64.090,91359713392.0
09/08/2023,KMQ-9348,FIAT,ARGO FLEX 1.0 4P,2022/2023,77.416 km,"R$ 85.587,00","R$ 49.717,00",R$ 64.090,43917903678.0
29/07/2023,YMJ-4520,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","77.416 km
 ","R$ 92.071,00","R$ 51.326,00",R$ 64.090,35668931032.0
29/11/2023,ECZ-5952,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","77.416 km
 ","R$ 80.795,00","R$ 45.481,00",R$ 64.090,70167748185.0
21/10/2023,KFI-3392,FIAT,ARGO FLEX 1.0 4P,2022/2023 ,77.416 km ,"R$ 90.347,00","R$ 52.324,00",R$ 64.090,43086115581.0
10/07/2023,EWE-8028,FIAT,ARGO FLEX 1.0 4P,2021/2022 ,37.220 km ,"R$ 93.489,00","R$ 54.187,00",R$ 64.090,19375358528.0
21/07/2023,LSQ-7788,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","77.416 km
 ","R$ 98.631,00","R$ 45.231,00",R$ 64.090,26017382351.0
25/10/2023,XMZ-6061,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","37.220 km
 ","R$ 89.126,00","R$ 51.005,00",R$ 64.090,74983262739.0
23/02/2023,RLN-3978,FIAT,ARGO FLEX 1.0 4P,2021/2022,37.220 km,"R$ 99.764,00","R$ 52.854,00",R$ 64.090,62299661493.0
20/12/2023,SWR-4909,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","37.220 km
 ","R$ 92.641,00","R$ 49.045,00",R$ 64.090,32175758049.0
01/05/2023,RAQ-6602,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","37.220 km
 ","R$ 90.424,00","R$ 43.047,00",R$ 64.090,93501871721.0
04/01/2023,HMP-0697,RENAULT,LOGAN ZEN 1.0,"2022/2023
","48.120 km
","R$ 84.871,00","R$ 53.243,00",R$ 64.390,14191794386.0
05/05/2023,URI-4632,RENAULT,LOGAN ZEN 1.0,"2022/2023
 ","48.120 km
 ","R$ 99.010,00","R$ 51.251,00",R$ 64.390,64211508914.0
20/04/2023,XJS-9626,RENAULT,LOGAN ZEN 1.0,"2022/2023
 ","48.120 km
 ","R$ 97.864,00","R$ 48.623,00",R$ 64.390,54149281588.0
05/08/2023,YOV-4292,RENAULT,LOGAN ZEN 1.0,2022/2023 ,48.120 km ,"R$ 89.853,00","R$ 55.096,00",R$ 64.390,87033643549.0
07/05/2023,SIZ-5049,RENAULT,LOGAN ZEN 1.0,2022/2023,48.120 km,"R$ 85.361,00","R$ 42.470,00",R$ 64.390,52742773510.0
11/09/2023,HLQ-5321,RENAULT,LOGAN ZEN 1.0,"2022/2023
 ","48.120 km
 ","R$ 88.318,00","R$ 53.962,00",R$ 64.390,1292637485.0
22/02/2023,DXV-1938,RENAULT,LOGAN ZEN 1.0,"2022/2023
 ","48.120 km
 ","R$ 90.260,00","R$ 45.228,00",R$ 64.390,51547031534.0
23/09/2023,IEY-0546,VOLKSWAGEN,GOL 1.6,"2021/2022
 ","22.243 km
 ","R$ 100.474,00","R$ 48.141,00",R$ 64.490,93493912973.0
03/05/2023,GDE-1437,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","59.666 km
 ","R$ 86.171,00","R$ 54.847,00",R$ 64.490,1215426481.0
24/07/2023,VOF-7890,FIAT,ARGO FLEX 1.0 4P,2022/2023 ,59.666 km ,"R$ 83.899,00","R$ 50.828,00",R$ 64.490,31860440248.0
25/09/2023,OCR-9655,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","59.666 km
 ","R$ 95.913,00","R$ 50.566,00",R$ 64.490,51850952766.0
13/04/2023,SIZ-8501,FIAT,ARGO FLEX 1.0 4P,2022/2023,59.666 km,"R$ 95.239,00","R$ 58.535,00",R$ 64.490,25188235805.0
01/07/2023,RNB-2035,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","59.666 km
 ","R$ 91.048,00","R$ 43.161,00",R$ 64.490,9723805624.0
08/10/2023,USF-3929,VOLKSWAGEN,GOL 1.6,"2021/2022
 ","22.243 km
 ","R$ 89.025,00","R$ 58.972,00",R$ 64.490,74493350933.0
13/06/2023,FTF-1913,VOLKSWAGEN,GOL 1.6,"2021/2022
 ","22.243 km
 ","R$ 100.929,00","R$ 52.288,00",R$ 64.490,17528740614.0
31/01/2023,VTH-1020,FIAT,ARGO FLEX 1.0 4P,"2022/2023
","59.666 km
","R$ 86.126,00","R$ 45.828,00",R$ 64.490,66675392706.0
28/07/2023,YGR-1470,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","59.666 km
 ","R$ 98.269,00","R$ 54.025,00",R$ 64.490,8225586946.0
20/06/2023,EKP-3630,FIAT,ARGO 1.0,"2022/2022
","51.534 km
","R$ 95.356,00","R$ 52.765,00",R$ 64.590,16097046831.0
17/03/2023,VSK-5863,FIAT,ARGO 1.0,"2022/2022
 ","51.534 km
 ","R$ 83.447,00","R$ 41.114,00",R$ 64.590,14980377495.0
27/12/2023,JAN-7690,FIAT,ARGO 1.0,"2022/2022
 ","51.534 km
 ","R$ 95.782,00","R$ 52.235,00",R$ 64.590,99433940051.0
05/08/2023,ICX-4796,FIAT,ARGO 1.0,2022/2022,51.534 km,"R$ 89.080,00","R$ 54.937,00",R$ 64.590,64615550553.0
03/07/2023,YAE-1416,FIAT,ARGO 1.0,2022/2022 ,51.534 km ,"R$ 85.899,00","R$ 46.248,00",R$ 64.590,46560285789.0
09/09/2023,COU-3014,FIAT,ARGO 1.0,"2022/2022
 ","51.534 km
 ","R$ 80.711,00","R$ 59.024,00",R$ 64.590,23869786088.0
20/11/2023,YEA-9174,FIAT,ARGO 1.0,"2022/2022
 ","51.534 km
 ","R$ 92.677,00","R$ 58.788,00",R$ 64.590,4539846670.0
17/04/2023,IMA-9707,FIAT,ARGO DRIVE 1.0,2021/2021 ,50.384 km ,"R$ 85.464,00","R$ 47.498,00",R$ 64.790,38072429591.0
26/06/2023,JDG-8041,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
 ","69.456 km
 ","R$ 81.077,00","R$ 57.325,00",R$ 64.790,7269625476.0
27/02/2023,GJS-7218,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
","69.456 km
","R$ 81.091,00","R$ 58.366,00",R$ 64.790,42088275404.0
07/12/2023,RQJ-3559,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
 ","69.456 km
 ","R$ 84.960,00","R$ 58.438,00",R$ 64.790,38317980275.0
01/12/2023,HGA-0154,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
 ","69.456 km
 ","R$ 95.777,00","R$ 52.703,00",R$ 64.790,26577395817.0
12/03/2023,EWM-5856,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
 ","69.456 km
 ","R$ 82.336,00","R$ 43.542,00",R$ 64.790,29186936640.0
24/12/2023,RZC-9774,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","61.897 km
 ","R$ 87.224,00","R$ 52.418,00",R$ 64.990,72185664221.0
12/10/2023,YUN-0347,VOLKSWAGEN,VOYAGE 1.6,2021/2022 ,61.897 km ,"R$ 90.658,00","R$ 49.878,00",R$ 64.990,70356773436.0
10/12/2023,BJX-6934,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","61.897 km
 ","R$ 100.254,00","R$ 50.007,00",R$ 64.990,63678223804.0
04/02/2023,FIV-7433,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","61.897 km
 ","R$ 90.136,00","R$ 52.997,00",R$ 64.990,3709604932.0
24/01/2023,RSV-6454,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","61.897 km
 ","R$ 92.586,00","R$ 50.461,00",R$ 64.990,82309787030.0
19/01/2023,VUS-0818,VOLKSWAGEN,VOYAGE 1.6,2021/2022,61.897 km,"R$ 87.652,00","R$ 48.643,00",R$ 64.990,94453282865.0
28/07/2023,BGS-2642,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
","61.897 km
","R$ 90.729,00","R$ 52.644,00",R$ 64.990,46216671215.0
16/07/2023,TFC-2954,FIAT,ARGO 1.0,2022/2023,34.714 km,"R$ 99.749,00","R$ 50.449,00",R$ 65.190,43815580927.0
12/11/2023,UKM-1231,FIAT,ARGO 1.0,"2022/2023
 ","34.714 km
 ","R$ 89.196,00","R$ 57.731,00",R$ 65.190,20115801732.0
28/01/2023,UDX-4566,FIAT,ARGO 1.0,"2022/2023
 ","34.714 km
 ","R$ 91.214,00","R$ 40.823,00",R$ 65.190,18983030681.0
04/09/2023,LDG-1902,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","32.622 km
 ","R$ 87.713,00","R$ 54.002,00",R$ 65.190,43032508881.0
30/05/2023,ZRE-0869,FIAT,ARGO 1.0,"2022/2023
 ","34.714 km
 ","R$ 90.749,00","R$ 46.748,00",R$ 65.190,45044586514.0
27/02/2023,BDX-2031,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","32.622 km
 ","R$ 100.265,00","R$ 45.331,00",R$ 65.190,30213705117.0
16/12/2023,XNG-2454,FIAT,ARGO FLEX 1.0 4P,"2021/2022
","32.622 km
","R$ 91.898,00","R$ 48.302,00",R$ 65.190,91795937003.0
21/06/2023,PMB-1456,FIAT,ARGO 1.0,"2022/2023
 ","34.714 km
 ","R$ 89.255,00","R$ 54.458,00",R$ 65.190,11479432746.0
11/02/2023,XCJ-1995,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","32.622 km
 ","R$ 85.247,00","R$ 42.640,00",R$ 65.190,12968416139.0
26/03/2023,HVP-7528,FIAT,ARGO FLEX 1.0 4P,2021/2022,32.622 km,"R$ 100.723,00","R$ 43.684,00",R$ 65.190,93095514817.0
25/11/2023,PPY-1063,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","32.622 km
 ","R$ 86.245,00","R$ 59.267,00",R$ 65.190,36205977557.0
28/01/2023,JZW-9641,FIAT,ARGO 1.0,"2022/2023
","34.714 km
","R$ 99.748,00","R$ 44.107,00",R$ 65.190,66573203444.0
13/06/2023,NTO-3677,FIAT,ARGO FLEX 1.0 4P,2021/2022 ,32.622 km ,"R$ 98.822,00","R$ 47.276,00",R$ 65.190,73359841048.0
26/06/2023,ONI-6118,FIAT,ARGO DRIVE 1.0,2020/2021 ,38.325 km ,"R$ 100.135,00","R$ 57.851,00",R$ 65.390,32770787407.0
22/02/2023,SUZ-5025,FIAT,ARGO DRIVE 1.0,2020/2021,38.325 km,"R$ 80.991,00","R$ 57.385,00",R$ 65.390,48258005109.0
19/01/2023,TFV-1011,FIAT,ARGO DRIVE 1.0,"2020/2021
 ","38.325 km
 ","R$ 84.798,00","R$ 53.394,00",R$ 65.390,36885828468.0
09/10/2023,VHS-7288,FIAT,ARGO DRIVE 1.0,"2020/2021
 ","38.325 km
 ","R$ 80.333,00","R$ 59.840,00",R$ 65.390,44366514201.0
18/02/2023,JGV-8472,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","78.809 km
 ","R$ 84.748,00","R$ 51.459,00",R$ 65.590,43371219556.0
05/04/2023,GAY-9173,HYUNDAI,HB20 EVOLUTION 1.0 4P,2022/2022 ,78.809 km ,"R$ 92.389,00","R$ 44.282,00",R$ 65.590,12953031404.0
08/05/2023,GSE-3607,HYUNDAI,HB20 EVOLUTION 1.0 4P,2022/2022,78.809 km,"R$ 94.845,00","R$ 53.513,00",R$ 65.590,41638683961.0
11/06/2023,ILT-6671,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
","78.809 km
","R$ 90.059,00","R$ 40.621,00",R$ 65.590,12356529944.0
01/04/2023,GYL-1654,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","78.809 km
 ","R$ 88.049,00","R$ 51.123,00",R$ 65.590,2178545200.0
19/05/2023,CIR-0738,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","78.809 km
 ","R$ 82.566,00","R$ 59.568,00",R$ 65.590,49122487928.0
17/08/2023,DLV-6834,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","78.809 km
 ","R$ 89.308,00","R$ 47.846,00",R$ 65.590,98014426375.0
21/01/2023,HHA-0380,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","31.843 km
 ","R$ 82.371,00","R$ 59.221,00",R$ 65.790,70833564166.0
14/05/2023,SFU-8856,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","31.843 km
 ","R$ 83.600,00","R$ 44.555,00",R$ 65.790,3493959419.0
14/04/2023,RPW-4353,FIAT,ARGO FLEX 1.0 4P,2022/2023 ,31.843 km ,"R$ 82.363,00","R$ 48.854,00",R$ 65.790,67676496069.0
13/07/2023,FHY-1771,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","31.843 km
 ","R$ 84.348,00","R$ 45.464,00",R$ 65.790,18700408252.0
26/11/2023,SZF-4879,FIAT,ARGO FLEX 1.0 4P,2022/2023,31.843 km,"R$ 88.889,00","R$ 58.439,00",R$ 65.790,51893633825.0
17/03/2023,BMK-2588,FIAT,ARGO FLEX 1.0 4P,"2022/2023
","31.843 km
","R$ 89.401,00","R$ 59.227,00",R$ 65.790,76900544840.0
11/04/2023,CQL-9266,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","31.843 km
 ","R$ 89.290,00","R$ 43.047,00",R$ 65.790,74587410104.0
03/10/2023,NTK-4518,CHEVROLET,ONIX JOY PLUS BLACK 1.0,2021/2021 ,69.456 km ,"R$ 94.102,00","R$ 53.271,00",R$ 65.890,78193351380.0
03/03/2023,CIL-2288,CHEVROLET,ONIX JOY PLUS BLACK 1.0,2021/2021,69.456 km,"R$ 88.373,00","R$ 47.649,00",R$ 65.890,82841910840.0
16/02/2023,QBT-7695,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.832 km
 ","R$ 88.329,00","R$ 51.524,00",R$ 65.990,29967675992.0
21/04/2023,PDL-6514,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","59.042 km
 ","R$ 95.120,00","R$ 44.704,00",R$ 65.990,34660500647.0
26/10/2023,RGH-9175,FIAT,ARGO DRIVE 1.0,"2020/2021
","38.325 km
","R$ 87.389,00","R$ 49.789,00",R$ 65.990,30174177683.0
28/05/2023,ONR-0618,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","52.296 km
 ","R$ 96.793,00","R$ 59.249,00",R$ 65.990,95148723407.0
26/12/2023,OGZ-7942,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","48.228 km
 ","R$ 86.407,00","R$ 41.406,00",R$ 65.990,34846893621.0
21/04/2023,FJD-7149,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.748 km
 ","R$ 92.855,00","R$ 55.336,00",R$ 65.990,86827162828.0
18/12/2023,GLH-8046,FIAT,ARGO DRIVE 1.0,"2020/2021
 ","38.325 km
 ","R$ 86.972,00","R$ 49.301,00",R$ 65.990,6610733555.0
29/05/2023,CYE-0203,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 99.068,00","R$ 54.939,00",R$ 65.990,71372313993.0
14/12/2023,RWX-6790,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","40.207 km
 ","R$ 84.427,00","R$ 41.194,00",R$ 65.990,46486641894.0
31/07/2023,CLW-2751,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","49.740 km
 ","R$ 80.776,00","R$ 53.107,00",R$ 65.990,38935308066.0
17/05/2023,VQK-9416,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 96.113,00","R$ 48.793,00",R$ 65.990,97695482221.0
26/03/2023,MSQ-1030,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","49.740 km
 ","R$ 81.671,00","R$ 46.903,00",R$ 65.990,53601525493.0
21/03/2023,SQC-3031,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 88.758,00","R$ 49.901,00",R$ 65.990,5593827727.0
03/03/2023,BNC-9506,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","52.296 km
 ","R$ 84.290,00","R$ 53.161,00",R$ 65.990,54989162921.0
09/12/2023,YHK-3929,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","45.869 km
 ","R$ 87.417,00","R$ 59.366,00",R$ 65.990,3937694850.0
14/10/2023,TDQ-0099,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","49.434 km
 ","R$ 94.821,00","R$ 52.925,00",R$ 65.990,49627860871.0
24/08/2023,KDO-8004,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","57.168 km
 ","R$ 84.964,00","R$ 53.542,00",R$ 65.990,70030821777.0
02/08/2023,SOL-9069,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","45.869 km
 ","R$ 82.809,00","R$ 57.494,00",R$ 65.990,57754211760.0
06/01/2023,LNN-8240,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","49.434 km
 ","R$ 99.098,00","R$ 50.214,00",R$ 65.990,45894404373.0
22/07/2023,URF-8140,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","48.228 km
 ","R$ 93.651,00","R$ 52.294,00",R$ 65.990,96229231622.0
09/09/2023,HVX-7830,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 95.045,00","R$ 48.290,00",R$ 65.990,39373171638.0
07/02/2023,OSO-6248,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","54.248 km
 ","R$ 87.691,00","R$ 59.964,00",R$ 65.990,87476914804.0
19/03/2023,WYR-0301,FIAT,ARGO DRIVE 1.0,"2020/2021
 ","38.325 km
 ","R$ 82.162,00","R$ 51.997,00",R$ 65.990,95204329346.0
18/05/2023,GBP-0411,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.748 km
 ","R$ 86.945,00","R$ 53.332,00",R$ 65.990,94243496814.0
30/03/2023,WKE-0279,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","59.042 km
 ","R$ 95.655,00","R$ 55.904,00",R$ 65.990,11485878716.0
08/06/2023,VPN-0927,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","55.614 km
 ","R$ 83.237,00","R$ 41.243,00",R$ 65.990,12987753890.0
