,data_entrada,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
490,24/01/2023,VOLKSWAGEN,VOYAGE 1.0,2022/2023,22.111 km,"R$ 85.914,00","R$ 42.012,00",R$ 62.990,2421213885.0
491,20/12/2023,HYUNDAI,HB20 SENSE 1.0,"2022/2023
 ","52.974 km
 ","R$ 89.486,00","R$ 47.036,00",R$ 62.990,81584625433.0
492,29/04/2023,VOLKSWAGEN,VOYAGE 1.0,"2022/2023
 ","22.111 km
 ","R$ 91.254,00","R$ 51.322,00",R$ 62.990,75664603957.0
493,27/04/2023,HYUNDAI,HB20 SENSE 1.0,"2022/2023
 ","52.974 km
 ","R$ 86.623,00","R$ 51.524,00",R$ 62.990,84072208489.0
494,11/04/2023,HYUNDAI,HB20 SENSE 1.0,"2022/2023
","52.974 km
","R$ 96.093,00","R$ 48.202,00",R$ 62.990,23923363822.0
495,11/10/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","72.963 km
 ","R$ 90.213,00","R$ 58.388,00",R$ 63.790,87360512317.0
496,01/07/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","72.963 km
 ","R$ 80.639,00","R$ 55.518,00",R$ 63.790,71925642993.0
497,03/08/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","72.963 km
 ","R$ 87.842,00","R$ 45.288,00",R$ 63.790,97912428371.0
498,20/04/2023,VOLKSWAGEN,VOYAGE 1.6,2021/2022,72.963 km,"R$ 83.762,00","R$ 46.419,00",R$ 63.790,1119779331.0
499,27/02/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","72.963 km
 ","R$ 97.547,00","R$ 53.154,00",R$ 63.790,71833582863.0
500,03/10/2023,VOLKSWAGEN,VOYAGE 1.6,2021/2022 ,72.963 km ,"R$ 99.789,00","R$ 44.542,00",R$ 63.790,69985920373.0
501,11/11/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
","72.963 km
","R$ 83.937,00","R$ 43.386,00",R$ 63.790,42691352189.0
502,05/07/2023,HYUNDAI,HB20 VISION 1.0,2022/2022,74.916 km,"R$ 95.853,00","R$ 42.093,00",R$ 63.990,33586142265.0
503,06/10/2023,HYUNDAI,HB20 VISION 1.0,"2022/2022
 ","74.916 km
 ","R$ 99.974,00","R$ 42.267,00",R$ 63.990,74453294527.0
504,20/07/2023,HYUNDAI,HB20 VISION 1.0,"2022/2022
 ","74.916 km
 ","R$ 86.499,00","R$ 43.491,00",R$ 63.990,197319243.0
505,11/12/2023,HYUNDAI,HB20 VISION 1.0,"2022/2022
 ","74.916 km
 ","R$ 82.961,00","R$ 48.000,00",R$ 63.990,62068185856.0
506,29/07/2023,HYUNDAI,HB20 VISION 1.0,"2022/2022
","74.916 km
","R$ 82.730,00","R$ 41.501,00",R$ 63.990,10852574951.0
507,27/12/2023,HYUNDAI,HB20 VISION 1.0,2022/2022 ,74.916 km ,"R$ 94.003,00","R$ 48.341,00",R$ 63.990,7734363839.0
508,01/10/2023,HYUNDAI,HB20 VISION 1.0,"2022/2022
 ","74.916 km
 ","R$ 95.472,00","R$ 40.658,00",R$ 63.990,48855306520.0
509,05/09/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
","37.220 km
","R$ 82.741,00","R$ 48.748,00",R$ 64.090,82703857356.0
510,05/02/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
","77.416 km
","R$ 84.432,00","R$ 40.003,00",R$ 64.090,73683060332.0
511,03/07/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","77.416 km
 ","R$ 91.189,00","R$ 48.272,00",R$ 64.090,41199894577.0
512,08/05/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","37.220 km
 ","R$ 95.797,00","R$ 42.114,00",R$ 64.090,91359713392.0
513,09/08/2023,FIAT,ARGO FLEX 1.0 4P,2022/2023,77.416 km,"R$ 85.587,00","R$ 49.717,00",R$ 64.090,43917903678.0
514,29/07/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","77.416 km
 ","R$ 92.071,00","R$ 51.326,00",R$ 64.090,35668931032.0
515,29/11/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","77.416 km
 ","R$ 80.795,00","R$ 45.481,00",R$ 64.090,70167748185.0
516,21/10/2023,FIAT,ARGO FLEX 1.0 4P,2022/2023 ,77.416 km ,"R$ 90.347,00","R$ 52.324,00",R$ 64.090,43086115581.0
517,10/07/2023,FIAT,ARGO FLEX 1.0 4P,2021/2022 ,37.220 km ,"R$ 93.489,00","R$ 54.187,00",R$ 64.090,19375358528.0
518,21/07/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","77.416 km
 ","R$ 98.631,00","R$ 45.231,00",R$ 64.090,26017382351.0
519,25/10/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","37.220 km
 ","R$ 89.126,00","R$ 51.005,00",R$ 64.090,74983262739.0
520,23/02/2023,FIAT,ARGO FLEX 1.0 4P,2021/2022,37.220 km,"R$ 99.764,00","R$ 52.854,00",R$ 64.090,62299661493.0
521,20/12/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","37.220 km
 ","R$ 92.641,00","R$ 49.045,00",R$ 64.090,32175758049.0
522,01/05/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","37.220 km
 ","R$ 90.424,00","R$ 43.047,00",R$ 64.090,93501871721.0
523,04/01/2023,RENAULT,LOGAN ZEN 1.0,"2022/2023
","48.120 km
","R$ 84.871,00","R$ 53.243,00",R$ 64.390,14191794386.0
524,05/05/2023,RENAULT,LOGAN ZEN 1.0,"2022/2023
 ","48.120 km
 ","R$ 99.010,00","R$ 51.251,00",R$ 64.390,64211508914.0
525,20/04/2023,RENAULT,LOGAN ZEN 1.0,"2022/2023
 ","48.120 km
 ","R$ 97.864,00","R$ 48.623,00",R$ 64.390,54149281588.0
526,05/08/2023,RENAULT,LOGAN ZEN 1.0,2022/2023 ,48.120 km ,"R$ 89.853,00","R$ 55.096,00",R$ 64.390,87033643549.0
527,07/05/2023,RENAULT,LOGAN ZEN 1.0,2022/2023,48.120 km,"R$ 85.361,00","R$ 42.470,00",R$ 64.390,52742773510.0
528,11/09/2023,RENAULT,LOGAN ZEN 1.0,"2022/2023
 ","48.120 km
 ","R$ 88.318,00","R$ 53.962,00",R$ 64.390,1292637485.0
529,22/02/2023,RENAULT,LOGAN ZEN 1.0,"2022/2023
 ","48.120 km
 ","R$ 90.260,00","R$ 45.228,00",R$ 64.390,51547031534.0
530,23/09/2023,VOLKSWAGEN,GOL 1.6,"2021/2022
 ","22.243 km
 ","R$ 100.474,00","R$ 48.141,00",R$ 64.490,93493912973.0
531,03/05/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","59.666 km
 ","R$ 86.171,00","R$ 54.847,00",R$ 64.490,1215426481.0
532,24/07/2023,FIAT,ARGO FLEX 1.0 4P,2022/2023 ,59.666 km ,"R$ 83.899,00","R$ 50.828,00",R$ 64.490,31860440248.0
533,25/09/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","59.666 km
 ","R$ 95.913,00","R$ 50.566,00",R$ 64.490,51850952766.0
534,13/04/2023,FIAT,ARGO FLEX 1.0 4P,2022/2023,59.666 km,"R$ 95.239,00","R$ 58.535,00",R$ 64.490,25188235805.0
535,01/07/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","59.666 km
 ","R$ 91.048,00","R$ 43.161,00",R$ 64.490,9723805624.0
536,08/10/2023,VOLKSWAGEN,GOL 1.6,"2021/2022
 ","22.243 km
 ","R$ 89.025,00","R$ 58.972,00",R$ 64.490,74493350933.0
537,13/06/2023,VOLKSWAGEN,GOL 1.6,"2021/2022
 ","22.243 km
 ","R$ 100.929,00","R$ 52.288,00",R$ 64.490,17528740614.0
538,31/01/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
","59.666 km
","R$ 86.126,00","R$ 45.828,00",R$ 64.490,66675392706.0
539,28/07/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","59.666 km
 ","R$ 98.269,00","R$ 54.025,00",R$ 64.490,8225586946.0
540,20/06/2023,FIAT,ARGO 1.0,"2022/2022
","51.534 km
","R$ 95.356,00","R$ 52.765,00",R$ 64.590,16097046831.0
541,17/03/2023,FIAT,ARGO 1.0,"2022/2022
 ","51.534 km
 ","R$ 83.447,00","R$ 41.114,00",R$ 64.590,14980377495.0
542,27/12/2023,FIAT,ARGO 1.0,"2022/2022
 ","51.534 km
 ","R$ 95.782,00","R$ 52.235,00",R$ 64.590,99433940051.0
543,05/08/2023,FIAT,ARGO 1.0,2022/2022,51.534 km,"R$ 89.080,00","R$ 54.937,00",R$ 64.590,64615550553.0
544,03/07/2023,FIAT,ARGO 1.0,2022/2022 ,51.534 km ,"R$ 85.899,00","R$ 46.248,00",R$ 64.590,46560285789.0
545,09/09/2023,FIAT,ARGO 1.0,"2022/2022
 ","51.534 km
 ","R$ 80.711,00","R$ 59.024,00",R$ 64.590,23869786088.0
546,20/11/2023,FIAT,ARGO 1.0,"2022/2022
 ","51.534 km
 ","R$ 92.677,00","R$ 58.788,00",R$ 64.590,4539846670.0
547,17/04/2023,FIAT,ARGO DRIVE 1.0,2021/2021 ,50.384 km ,"R$ 85.464,00","R$ 47.498,00",R$ 64.790,38072429591.0
548,26/06/2023,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
 ","69.456 km
 ","R$ 81.077,00","R$ 57.325,00",R$ 64.790,7269625476.0
549,27/02/2023,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
","69.456 km
","R$ 81.091,00","R$ 58.366,00",R$ 64.790,42088275404.0
550,07/12/2023,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
 ","69.456 km
 ","R$ 84.960,00","R$ 58.438,00",R$ 64.790,38317980275.0
551,01/12/2023,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
 ","69.456 km
 ","R$ 95.777,00","R$ 52.703,00",R$ 64.790,26577395817.0
552,12/03/2023,CHEVROLET,ONIX JOY PLUS BLACK 1.0,"2021/2021
 ","69.456 km
 ","R$ 82.336,00","R$ 43.542,00",R$ 64.790,29186936640.0
553,24/12/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","61.897 km
 ","R$ 87.224,00","R$ 52.418,00",R$ 64.990,72185664221.0
554,12/10/2023,VOLKSWAGEN,VOYAGE 1.6,2021/2022 ,61.897 km ,"R$ 90.658,00","R$ 49.878,00",R$ 64.990,70356773436.0
555,10/12/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","61.897 km
 ","R$ 100.254,00","R$ 50.007,00",R$ 64.990,63678223804.0
556,04/02/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","61.897 km
 ","R$ 90.136,00","R$ 52.997,00",R$ 64.990,3709604932.0
557,24/01/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
 ","61.897 km
 ","R$ 92.586,00","R$ 50.461,00",R$ 64.990,82309787030.0
558,19/01/2023,VOLKSWAGEN,VOYAGE 1.6,2021/2022,61.897 km,"R$ 87.652,00","R$ 48.643,00",R$ 64.990,94453282865.0
559,28/07/2023,VOLKSWAGEN,VOYAGE 1.6,"2021/2022
","61.897 km
","R$ 90.729,00","R$ 52.644,00",R$ 64.990,46216671215.0
560,16/07/2023,FIAT,ARGO 1.0,2022/2023,34.714 km,"R$ 99.749,00","R$ 50.449,00",R$ 65.190,43815580927.0
561,12/11/2023,FIAT,ARGO 1.0,"2022/2023
 ","34.714 km
 ","R$ 89.196,00","R$ 57.731,00",R$ 65.190,20115801732.0
562,28/01/2023,FIAT,ARGO 1.0,"2022/2023
 ","34.714 km
 ","R$ 91.214,00","R$ 40.823,00",R$ 65.190,18983030681.0
563,04/09/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","32.622 km
 ","R$ 87.713,00","R$ 54.002,00",R$ 65.190,43032508881.0
564,30/05/2023,FIAT,ARGO 1.0,"2022/2023
 ","34.714 km
 ","R$ 90.749,00","R$ 46.748,00",R$ 65.190,45044586514.0
565,27/02/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","32.622 km
 ","R$ 100.265,00","R$ 45.331,00",R$ 65.190,30213705117.0
566,16/12/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
","32.622 km
","R$ 91.898,00","R$ 48.302,00",R$ 65.190,91795937003.0
567,21/06/2023,FIAT,ARGO 1.0,"2022/2023
 ","34.714 km
 ","R$ 89.255,00","R$ 54.458,00",R$ 65.190,11479432746.0
568,11/02/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","32.622 km
 ","R$ 85.247,00","R$ 42.640,00",R$ 65.190,12968416139.0
569,26/03/2023,FIAT,ARGO FLEX 1.0 4P,2021/2022,32.622 km,"R$ 100.723,00","R$ 43.684,00",R$ 65.190,93095514817.0
570,25/11/2023,FIAT,ARGO FLEX 1.0 4P,"2021/2022
 ","32.622 km
 ","R$ 86.245,00","R$ 59.267,00",R$ 65.190,36205977557.0
571,28/01/2023,FIAT,ARGO 1.0,"2022/2023
","34.714 km
","R$ 99.748,00","R$ 44.107,00",R$ 65.190,66573203444.0
572,13/06/2023,FIAT,ARGO FLEX 1.0 4P,2021/2022 ,32.622 km ,"R$ 98.822,00","R$ 47.276,00",R$ 65.190,73359841048.0
573,26/06/2023,FIAT,ARGO DRIVE 1.0,2020/2021 ,38.325 km ,"R$ 100.135,00","R$ 57.851,00",R$ 65.390,32770787407.0
574,22/02/2023,FIAT,ARGO DRIVE 1.0,2020/2021,38.325 km,"R$ 80.991,00","R$ 57.385,00",R$ 65.390,48258005109.0
575,19/01/2023,FIAT,ARGO DRIVE 1.0,"2020/2021
 ","38.325 km
 ","R$ 84.798,00","R$ 53.394,00",R$ 65.390,36885828468.0
576,09/10/2023,FIAT,ARGO DRIVE 1.0,"2020/2021
 ","38.325 km
 ","R$ 80.333,00","R$ 59.840,00",R$ 65.390,44366514201.0
577,18/02/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","78.809 km
 ","R$ 84.748,00","R$ 51.459,00",R$ 65.590,43371219556.0
578,05/04/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,2022/2022 ,78.809 km ,"R$ 92.389,00","R$ 44.282,00",R$ 65.590,12953031404.0
579,08/05/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,2022/2022,78.809 km,"R$ 94.845,00","R$ 53.513,00",R$ 65.590,41638683961.0
580,11/06/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
","78.809 km
","R$ 90.059,00","R$ 40.621,00",R$ 65.590,12356529944.0
581,01/04/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","78.809 km
 ","R$ 88.049,00","R$ 51.123,00",R$ 65.590,2178545200.0
582,19/05/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","78.809 km
 ","R$ 82.566,00","R$ 59.568,00",R$ 65.590,49122487928.0
583,17/08/2023,HYUNDAI,HB20 EVOLUTION 1.0 4P,"2022/2022
 ","78.809 km
 ","R$ 89.308,00","R$ 47.846,00",R$ 65.590,98014426375.0
584,21/01/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","31.843 km
 ","R$ 82.371,00","R$ 59.221,00",R$ 65.790,70833564166.0
585,14/05/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","31.843 km
 ","R$ 83.600,00","R$ 44.555,00",R$ 65.790,3493959419.0
586,14/04/2023,FIAT,ARGO FLEX 1.0 4P,2022/2023 ,31.843 km ,"R$ 82.363,00","R$ 48.854,00",R$ 65.790,67676496069.0
587,13/07/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","31.843 km
 ","R$ 84.348,00","R$ 45.464,00",R$ 65.790,18700408252.0
588,26/11/2023,FIAT,ARGO FLEX 1.0 4P,2022/2023,31.843 km,"R$ 88.889,00","R$ 58.439,00",R$ 65.790,51893633825.0
589,17/03/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
","31.843 km
","R$ 89.401,00","R$ 59.227,00",R$ 65.790,76900544840.0
590,11/04/2023,FIAT,ARGO FLEX 1.0 4P,"2022/2023
 ","31.843 km
 ","R$ 89.290,00","R$ 43.047,00",R$ 65.790,74587410104.0
591,03/10/2023,CHEVROLET,ONIX JOY PLUS BLACK 1.0,2021/2021 ,69.456 km ,"R$ 94.102,00","R$ 53.271,00",R$ 65.890,78193351380.0
592,03/03/2023,CHEVROLET,ONIX JOY PLUS BLACK 1.0,2021/2021,69.456 km,"R$ 88.373,00","R$ 47.649,00",R$ 65.890,82841910840.0
593,16/02/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.832 km
 ","R$ 88.329,00","R$ 51.524,00",R$ 65.990,29967675992.0
594,21/04/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","59.042 km
 ","R$ 95.120,00","R$ 44.704,00",R$ 65.990,34660500647.0
595,26/10/2023,FIAT,ARGO DRIVE 1.0,"2020/2021
","38.325 km
","R$ 87.389,00","R$ 49.789,00",R$ 65.990,30174177683.0
596,28/05/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","52.296 km
 ","R$ 96.793,00","R$ 59.249,00",R$ 65.990,95148723407.0
597,26/12/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","48.228 km
 ","R$ 86.407,00","R$ 41.406,00",R$ 65.990,34846893621.0
598,21/04/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.748 km
 ","R$ 92.855,00","R$ 55.336,00",R$ 65.990,86827162828.0
599,18/12/2023,FIAT,ARGO DRIVE 1.0,"2020/2021
 ","38.325 km
 ","R$ 86.972,00","R$ 49.301,00",R$ 65.990,6610733555.0
600,29/05/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 99.068,00","R$ 54.939,00",R$ 65.990,71372313993.0
601,14/12/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","40.207 km
 ","R$ 84.427,00","R$ 41.194,00",R$ 65.990,46486641894.0
602,31/07/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","49.740 km
 ","R$ 80.776,00","R$ 53.107,00",R$ 65.990,38935308066.0
603,17/05/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 96.113,00","R$ 48.793,00",R$ 65.990,97695482221.0
604,26/03/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","49.740 km
 ","R$ 81.671,00","R$ 46.903,00",R$ 65.990,53601525493.0
605,21/03/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 88.758,00","R$ 49.901,00",R$ 65.990,5593827727.0
606,03/03/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","52.296 km
 ","R$ 84.290,00","R$ 53.161,00",R$ 65.990,54989162921.0
607,09/12/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","45.869 km
 ","R$ 87.417,00","R$ 59.366,00",R$ 65.990,3937694850.0
608,14/10/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","49.434 km
 ","R$ 94.821,00","R$ 52.925,00",R$ 65.990,49627860871.0
609,24/08/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","57.168 km
 ","R$ 84.964,00","R$ 53.542,00",R$ 65.990,70030821777.0
610,02/08/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","45.869 km
 ","R$ 82.809,00","R$ 57.494,00",R$ 65.990,57754211760.0
611,06/01/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","49.434 km
 ","R$ 99.098,00","R$ 50.214,00",R$ 65.990,45894404373.0
612,22/07/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","48.228 km
 ","R$ 93.651,00","R$ 52.294,00",R$ 65.990,96229231622.0
613,09/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 95.045,00","R$ 48.290,00",R$ 65.990,39373171638.0
614,07/02/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","54.248 km
 ","R$ 87.691,00","R$ 59.964,00",R$ 65.990,87476914804.0
615,19/03/2023,FIAT,ARGO DRIVE 1.0,"2020/2021
 ","38.325 km
 ","R$ 82.162,00","R$ 51.997,00",R$ 65.990,95204329346.0
616,18/05/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.748 km
 ","R$ 86.945,00","R$ 53.332,00",R$ 65.990,94243496814.0
617,30/03/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","59.042 km
 ","R$ 95.655,00","R$ 55.904,00",R$ 65.990,11485878716.0
618,08/06/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","55.614 km
 ","R$ 83.237,00","R$ 41.243,00",R$ 65.990,12987753890.0
619,20/06/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.832 km
 ","R$ 100.174,00","R$ 43.141,00",R$ 65.990,17035381609.0
620,01/06/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","57.168 km
 ","R$ 83.723,00","R$ 45.192,00",R$ 65.990,56185896470.0
621,10/02/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","40.207 km
 ","R$ 91.045,00","R$ 56.757,00",R$ 65.990,30861060690.0
622,28/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","41.686 km
 ","R$ 85.424,00","R$ 48.815,00",R$ 65.990,14630265997.0
623,15/12/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","55.614 km
 ","R$ 98.562,00","R$ 45.907,00",R$ 65.990,20601448271.0
624,15/06/2023,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
","41.885 km
","R$ 96.139,00","R$ 51.978,00",R$ 66.290,83022647927.0
625,14/03/2023,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
 ","41.885 km
 ","R$ 93.430,00","R$ 59.327,00",R$ 66.290,29952693989.0
626,05/03/2023,HYUNDAI,HB20 VISION 1.0 4P,2022/2022 ,41.885 km ,"R$ 84.842,00","R$ 41.165,00",R$ 66.290,53984411523.0
627,23/03/2023,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
 ","41.885 km
 ","R$ 85.100,00","R$ 40.232,00",R$ 66.290,325040691.0
628,30/06/2023,HYUNDAI,HB20 VISION 1.0 4P,2022/2022,41.885 km,"R$ 83.965,00","R$ 46.058,00",R$ 66.290,57389754123.0
629,23/06/2023,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
 ","41.885 km
 ","R$ 84.880,00","R$ 44.523,00",R$ 66.290,70364352683.0
630,18/12/2023,HYUNDAI,HB20 VISION 1.0 4P,"2022/2022
 ","41.885 km
 ","R$ 97.025,00","R$ 41.849,00",R$ 66.290,84747801268.0
631,05/08/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
 ","77.396 km
 ","R$ 92.843,00","R$ 47.821,00",R$ 66.390,62043194789.0
632,28/12/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,2021/2022,77.396 km,"R$ 98.346,00","R$ 46.800,00",R$ 66.390,11778269443.0
633,06/11/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
 ","77.396 km
 ","R$ 80.874,00","R$ 50.107,00",R$ 66.390,28694993803.0
634,24/11/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
 ","77.396 km
 ","R$ 90.382,00","R$ 41.919,00",R$ 66.390,46230467476.0
635,21/01/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
","77.396 km
","R$ 93.915,00","R$ 57.425,00",R$ 66.390,4969837718.0
636,16/05/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,"2021/2022
 ","77.396 km
 ","R$ 94.209,00","R$ 46.515,00",R$ 66.390,91949729127.0
637,07/01/2023,VOLKSWAGEN,VOYAGE MPI AT 1.6 4P,2021/2022 ,77.396 km ,"R$ 80.157,00","R$ 49.321,00",R$ 66.390,41184516569.0
638,16/09/2023,HYUNDAI,HB20S EVOLUTION 1.0,2022/2022 ,71.575 km ,"R$ 91.563,00","R$ 44.423,00",R$ 66.490,35403515106.0
639,04/06/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","52.296 km
 ","R$ 89.417,00","R$ 40.059,00",R$ 66.490,4356336663.0
640,05/09/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
","52.296 km
","R$ 88.632,00","R$ 46.412,00",R$ 66.490,45816205313.0
641,08/06/2023,FIAT,ARGO DRIVE 1.0,"2022/2023
 ","52.296 km
 ","R$ 100.658,00","R$ 41.916,00",R$ 66.490,57764197036.0
642,06/03/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","48.228 km
","R$ 84.199,00","R$ 58.850,00",R$ 66.990,7565970624.0
643,24/06/2023,FORD,KA SEDAN SE PLUS AT 1.5 4P,2020/2020,41.973 km,"R$ 80.315,00","R$ 49.809,00",R$ 66.990,85339203942.0
644,15/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","48.228 km
 ","R$ 82.508,00","R$ 54.305,00",R$ 66.990,20751877836.0
645,10/08/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","55.614 km
","R$ 100.090,00","R$ 58.096,00",R$ 66.990,56037002534.0
646,23/08/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","49.434 km
 ","R$ 81.405,00","R$ 40.661,00",R$ 66.990,66262277435.0
647,17/01/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","57.168 km
","R$ 91.705,00","R$ 57.835,00",R$ 66.990,810241671.0
648,14/08/2023,FORD,KA SEDAN SE PLUS AT 1.5 4P,"2020/2020
 ","41.973 km
 ","R$ 81.768,00","R$ 54.775,00",R$ 66.990,36776584533.0
649,20/05/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","49.434 km
 ","R$ 100.783,00","R$ 48.745,00",R$ 66.990,93925391947.0
650,05/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","54.248 km
 ","R$ 84.037,00","R$ 42.364,00",R$ 66.990,30453666978.0
651,19/06/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
","49.434 km
","R$ 98.985,00","R$ 52.241,00",R$ 66.990,20030111961.0
652,13/11/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","48.228 km
 ","R$ 98.724,00","R$ 55.665,00",R$ 66.990,54728712994.0
653,15/11/2023,FORD,KA SEDAN SE PLUS AT 1.5 4P,2020/2020 ,41.973 km ,"R$ 91.607,00","R$ 50.227,00",R$ 66.990,5885090142.0
654,09/03/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.832 km
 ","R$ 82.673,00","R$ 57.519,00",R$ 66.990,87293447783.0
655,18/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","55.614 km
 ","R$ 84.893,00","R$ 54.293,00",R$ 66.990,59486882155.0
656,23/09/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","59.042 km
 ","R$ 86.634,00","R$ 52.565,00",R$ 66.990,83158111759.0
657,15/08/2023,HYUNDAI,HB20 COMFORT 1.0,"2022/2023
 ","61.748 km
 ","R$ 84.595,00","R$ 45.873,00",R$ 66.990,17485268483.0
